"text","label","author","category","original_id"
"Mount Olympus Mons on Mars is three times the size of Mount Everest.","fact","djtech.net","","cc0a676a9b71b1f3eba4b2f4b849251f"
"The Great Wall of China is the only man-made structure visible from space.","fact","djtech.net","","fed26ab4f88901568ba31978191ada33"
"The Hawaiian alphabet has only 12 letters.","fact","djtech.net","","c8a3975f5d65e49951abf39c68574355"
"The placement of a donkey's eyes in it’s' heads enables it to see all four feet at all times!","fact","djtech.net","","9b14a88ccc7fd2e027c1b97de389c1be"
"""You"" is the second most spoken English word","fact","djtech.net","","8c57484c9771605deb7dec0b6c77eded"
"The human heart creates enough pressure when it pumps out to the body to squirt blood 30 feet.","fact","djtech.net","","4ca9fecd845ea70094b30987a5af48d6"
"In a survey of 200000 ostriches over 80 years, not one tried to bury its head in the sand.","fact","djtech.net","","f843e7be9ff3ee45d261b4acfae9733f"
"Kelsey Grammar sings and plays the piano for the theme song of Fraiser.","fact","djtech.net","","7b5755a7ba9e53048ae26bc77c8236f6"
"The praying mantis is the only insect that can turn its head","fact","djtech.net","","a1efb2e9ef6680e3ad49fda1fa7568d6"
"The male seahorse carries the eggs until they hatch instead of the female.","fact","djtech.net","","6042d2435380a850ef424b5c9087a59c"
"The most common name in world is Mohammed.","fact","djtech.net","","662adc41ace23ea100c4bde8ffee3912"
"The 3 most valuable brand names on earth are Marlboro, Coca-Cola, and Budweiser (in that order).","fact","djtech.net","","c5436252a5c49683ab2ce7ec582689fe"
"Average number of days a West German goes without washing his underwear: 7","fact","djtech.net","","b430a5972f82935200b553a51ab74e32"
"The average cough comes out of your mouth at 60 miles (96.5 km) per hour.","fact","djtech.net","","636d6a5df33c590d6405fbf22620c614"
"The longest place-name still in use is: Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiakitnatahu, a New Zealand hill.","fact","djtech.net","","4e3dc922ed83f4c6eead46418094740d"
"Pearls melt in vinegar.","fact","djtech.net","","66f87f99e8c27e1c15c9ecba5528fcea"
"On an American one-dollar bill, there is an owl in the upper left-hand corner of the ""1""encased in the ""shield"" and a spider hidden in the front upper right-hand corner.","fact","djtech.net","","ec7898bd8b4eeb3c8f681def68d74b5e"
"There are only four words in the English language which end in ""dous"": tremendous, horrendous, stupendous, and  hazardous.","fact","djtech.net","","c268ba665ec6daf823151d261a8e1c29"
"There is no solid proof of who built the Taj Mahal.","fact","djtech.net","","e76bfdc9065060afc31a62765b09ffbc"
"Relative to size, the strongest muscle in the body is the tongue.","fact","djtech.net","","6b6986ea14a1da62ef73b7d3edc391a1"
"Some lions mate over 50 times a day.","fact","djtech.net","","bfafbddd685710386f2a863e81578ba2"
"”Judge Judy” has a $25,000,000 salary, while Supreme Court Justice Ginsberg has a $190,100 salary.","fact","djtech.net","","230aaf3574da9b2944cde184009e2ec7"
"Each of us generates about 3.5 pounds of rubbish a day, most of it paper.","fact","djtech.net","","2fa3f5e4edcbeb2c4b1eba1e7718ba4b"
"One in seven workers in Boston, Massachusetts walks to work.","fact","djtech.net","","e4647e07b87d74f1663b717e461b4ed8"
"The pancreas produces Insulin.","fact","djtech.net","","f0438fa76b4372f93f5bad20c34fb448"
"Truck driving is the most dangerous occupation by accidental deaths (799 in 2001).","fact","djtech.net","","d911837afc55eef9aadab4b5a1c63299"
"Ingrown toenails are hereditary.","fact","djtech.net","","6008fc96c6043c62735183ae5fcf77d4"
"Human thigh bones are stronger than concrete.","fact","djtech.net","","a9f3aa6892b8547b7acbea9485ea71e4"
"Babies are born without kneecaps. They don`t appear until the child reaches 2-6 years of age.","fact","djtech.net","","8b74b2fc295ef251b04b59758039f0eb"
"Sharkskin has tiny tooth-like scales all over.","fact","djtech.net","","e05939cd434f7ac92bdc9fa199ab7572"
"Louisiana's capital building is the tallest one of any U.S. state.","fact","djtech.net","","485fdd1edff986b7aa9a8a9d9f51505b"
"There are 45 miles of nerves in the skin of a human being.","fact","djtech.net","","4f6c30ed3ff3fc7aa447e2ec8dff45ec"
"The “save” icon in Microsoft Office programs shows a floppy disk with the shutter on backwards.","fact","djtech.net","","f4c558ddad6f007aab860ba803fa5877"
"Honking of car horns for a couple that just got married is an old superstition to insure great sex.","fact","djtech.net","","b14130b932d49c03a9394b23d8342f5d"
"The Black Death reduced the population of Europe by one third in the period from 1347 to 1351.","fact","djtech.net","","b8177a513f06831a0f267041f80ffbdf"
"Worcestershire sauce in essentially an Anchovy Ketchup.","fact","djtech.net","","0e8939433929027d62bad82817e01fe8"
"Lorne Greene had one of his nipples bitten off by an alligator while he was host of ""Lorne Greene`s Wild Kingdom.""","fact","djtech.net","","59d1978ea987b4c3187f2d4181cacd05"
"Until 1997, there were more pigs than people in Denmark.","fact","djtech.net","","d6f520028d637823d5cf58a5b9575e00"
"Stephen Hawking was born exactly 300 years after Galileo died.","fact","djtech.net","","4b5732498be911ea55d4576fd86f59d7"
"The site with the highest number of women visitors between the age of 35 and 44 years old: Alka-Seltzer.com","fact","djtech.net","","33b08091c6a3d5b87d048cf58522f8fd"
"Lawn darts are illegal in Canada.","fact","djtech.net","","804a39e42d7ea192bacd2b885554376a"
"The surface of the Earth is about 60% water and 10% ice.","fact","djtech.net","","c21c95a35b3fecfd99bc6e79aea65ba3"
"There is actually no danger in swimming right after you eat, though it may feel uncomfortable.","fact","djtech.net","","11ae3d69e4576f90bfdec427e26e2348"
"Venus and Uranus are the only planets that rotate opposite to the direction of their orbit.","fact","djtech.net","","14a5bc8122ab8daf0f366cf1ad1b363c"
"It takes the stomach an hour to break down cows’ milk.","fact","djtech.net","","789199e9fc6514b5542b2cc7171b89dd"
"No word in the English language rhymes with ""MONTH"".","fact","djtech.net","","14be8ed89590433266100633ad9ad2ee"
"Tom Sawyer was the first novel written on a typewriter.","fact","djtech.net","","4fcc23a13d73613ce81926845a62283f"
"In “Silence of the Lambs”, Hannibal Lector (Anthony Hopkins) never blinks.","fact","djtech.net","","45e8c4b1a61c83713242dfe62716c60b"
"Venus is the only planet that rotates clockwise.","fact","djtech.net","","4661c1441364931c9836f619e49ecb70"
"Jamaica has the most churches per square mile than any other country in the world.","fact","djtech.net","","318bc58026c7c6d75e9ed59b28af83a4"
"Mel Blanc (the voice of Bugs Bunny) was allergic to carrots.","fact","djtech.net","","62516dd4ec8fc4e3289ee971316bd155"
"Between 2 and 3 jockeys are killed each year in horse racing.","fact","djtech.net","","e7927680a66cf2bd83dafde7bfdc3248"
"The first toilet ever seen on television was on ""Leave It to Beaver.""","fact","djtech.net","","9fb1355675742af34f3fd22daffa11b4"
"There are more donut shops in Canada per capita than any other country.","fact","djtech.net","","27f94d27598c6b66ea5a80736ce8abed"
"You share your birthday with at least 9 million other people in the world.","fact","djtech.net","","58dc0bd76b9a38724fd0d31233afc919"
"There are more than 10 million bricks in the Empire State Building!","fact","djtech.net","","5db4693ed3350b11ddd4366783cc8eec"
"A cockroach can live several weeks with its head cut off!","fact","djtech.net","","cda2bcc203613cf65d0f4ca6f76113be"
"All of the clocks in the movie ""Pulp Fiction"" are stuck on 4:20, a national pot-smokers hour.","fact","djtech.net","","e910d3f3992091f97c145ea0bf8c4ca9"
"They NEVER said “Beam me up, Scotty” on Star Trek.","fact","djtech.net","","af9a7667cdc606c9aa0afc44d5f80795"
"Columbia University is the second largest landowner in New York City, after the Catholic Church.","fact","djtech.net","","8a1bf3995d936372d82dd8aabdadc3a3"
"The most common street name in the U.S. is Second Street.","fact","djtech.net","","ee9963476ac14791751f095e554d7bf2"
"A rhinoceros horn is made of compacted hair.","fact","djtech.net","","84ec06fb3d8dff9ee72f43fa76a98eb7"
"Nutmeg is extremely poisonous if injected intravenously.","fact","djtech.net","","145c93a8a9cf48b81202a02493e22acc"
"In space, astronauts cannot cry, because there is no gravity, so the tears can't flow.","fact","djtech.net","","5bd4f54687b844e2ced4cc070a9a81bb"
"The odds of being born male are about 51.2%, according to census.","fact","djtech.net","","ed36e8506561a042bf9381a3e11597eb"
"Greece's national anthem has 158 verses.","fact","djtech.net","","e1c516d377d816511868c0d13eefd163"
"The official beverage of Ohio is tomato juice.","fact","djtech.net","","4b4828c5e4dd2e7da0d746a01441d044"
"Icelanders consume more Coca-Cola per Capita than any other nation.","fact","djtech.net","","3f4ef388f00f229c30c7560ea23ea6d9"
"Some individuals express concern sharing their soap, rightly so, considering 75% of all people wash from top to bottom.","fact","djtech.net","","44d1737e9349874850ba7eeacb7c1889"
"Butte County, South Dakota is the geographical center of the U.S.","fact","djtech.net","","b07d87e72463ee88bda941bc42890c85"
"The 57 on the Heinz ketchup bottle represents the number of pickle types the company once had.","fact","djtech.net","","51ca37a7f7fde2bcb0392c6d6d63fe45"
"Michigan was the first state to have roadside picnic tables.","fact","djtech.net","","dbfc5a9f3953c0fc7a3de160bf4a16e8"
"Between 25% and 33% of the population sneeze when exposed to light.","fact","djtech.net","","ed25484f65618f27529c091f4bb821c2"
"When we think of Big Ben in London, we think of the clock. Actually, it's the bell.","fact","djtech.net","","88e8bfca10ac3009a5f1425c1f24d9f9"
"In eighteenth-century English gambling dens, there was an employee whose only job was to swallow the dice if there was a police raid.","fact","djtech.net","","8411fddb7e2954c9cbaf6b405120fa83"
"The most sensitive cluster of nerves is at the base of the spine.","fact","djtech.net","","37db001295d20d6742c82f3f3993b4fb"
"In a test performed by Canadian scientists, using various different styles of music, it was determined that chickens lay the most eggs when pop music was played.","fact","djtech.net","","8f969af6af44f6dd9b99f0eb054e5336"
"Rubber bands last longer when refrigerated.","fact","djtech.net","","75acf4251889c7bca953e72d3256f535"
"The Automated Teller Machine (ATM) was introduced in England in 1965.","fact","djtech.net","","e761f8aa4d4a432a23d9e47d5d2a85ec"
"God is not mentioned once in the book of Esther.","fact","djtech.net","","fca9bbb8d7e7685533ff48aa2c4418f9"
"NBA superstar Michael Jordan was originally cut from his high school basketball team.","fact","djtech.net","","67f7ce58134fb4db777af97b8d9acf0e"
"A giraffe can clean its ears with its 21-inch tongue!","fact","djtech.net","","8407ae6499f806a54a675a1d69136ad0"
"Starfish have no brains.","fact","djtech.net","","612127e6611d1c66d8eb933907abdecb"
"Van Gogh only sold one painting when he was alive.","fact","djtech.net","","91276255ba07e327846576a723f9046a"
"The katydid bug hears through holes in its hind legs!","fact","djtech.net","","b5833ab95be2b2e20176d39ee50800ca"
"Arizona was the last of the 48 adjoining continental states to enter the Union.","fact","djtech.net","","16ecbda3be115395a0bfafb8db5b36b7"
"Everyday, more money is printed for Monopoly sets than for the U.S. Treasury.","fact","djtech.net","","5eece968f7e27bb286edf40371fae2ea"
"Giraffes and rats can last longer without water than camels.","fact","djtech.net","","6ae6e85c2403f3dc31f53c504fe9e89d"
"US gold coins used to say “In Gold We Trust”.","fact","djtech.net","","5f048654915ace42c3ab2c246fdc2457"
"The word ""samba"" means ""to rub navels together.""","fact","djtech.net","","700200e99c39d94db10b340acc3ed9cd"
"“Canada” is an Indian word meaning “Big Village”.","fact","djtech.net","","ab2e36b2d8eb8791a73157b5a1dd18e7"
"More people speak English in China than the United States.","fact","djtech.net","","3a9860a2304de07d8143efe1108733aa"
"The phrase ""rule of thumb"" is derived from an old English law, which stated that you couldn`t beat your wife with anything wider than your thumb.","fact","djtech.net","","767cc2a2415bfc9405ad769e5deb0d48"
"In France, a five year old child can buy an alcoholic drink in a bar","fact","djtech.net","","7ca1e5dd5ab95ec56fcd4f9d61f8a0d9"
"The sun is 330,330 times larger than the earth.","fact","djtech.net","","988e569f40162d7257012bb1462647ec"
"13% of Americans actually believe that some parts of the moon are made of cheese.","fact","djtech.net","","bb551ba64c723bc76db78f1860abb264"
"In medieval France, unfaithful wives were made to chase a chicken through town naked.","fact","djtech.net","","6064df56adfae9cdca9cc428312343be"
